# This file contains the data of initial population
# of objectives = 2, # of constraints = 0, # of real_var = 30, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
7.372373e-01	3.438479e+00	7.372373e-01	2.408622e-01	6.150541e-01	3.884384e-01	6.873944e-02	1.330111e-01	5.641124e-01	1.131620e-01	6.324599e-02	2.655100e-02	3.135216e-01	8.650114e-01	1.938405e-01	4.774394e-01	1.636881e-01	9.907459e-02	3.204181e-01	6.655801e-01	5.182136e-01	7.930005e-01	4.850696e-01	4.136453e-01	9.986325e-01	8.145963e-02	6.962571e-01	6.447676e-01	4.623648e-01	7.247345e-02	9.599600e-01	1.674722e-01	0.000000e+00	5	2.863038e-01
3.008990e-01	4.340028e+00	3.008990e-01	7.161062e-01	6.265540e-01	1.371371e-01	8.371282e-01	7.300227e-01	4.717397e-01	9.343690e-02	3.273761e-01	4.009254e-01	4.893428e-01	3.311603e-01	6.654944e-01	3.475789e-01	3.316261e-01	8.938817e-01	4.022929e-01	9.520494e-01	8.702485e-01	6.533107e-01	2.696355e-01	4.666147e-01	3.188676e-01	9.329699e-01	2.113114e-02	6.143082e-01	4.779170e-01	5.513102e-01	3.387167e-01	6.612714e-01	0.000000e+00	4	1.521209e-01
4.706755e-01	3.893771e+00	4.706755e-01	7.857859e-01	6.623206e-01	5.372082e-01	9.823613e-01	1.995169e-01	8.462615e-01	1.458133e-01	2.698064e-01	6.967817e-01	3.683688e-01	7.953317e-01	8.649030e-01	5.233650e-01	1.845493e-02	9.477773e-02	6.566263e-02	1.494247e-02	6.751260e-01	3.045939e-02	9.844478e-01	5.211633e-01	6.212433e-01	5.062008e-01	8.302235e-01	9.303203e-01	9.642334e-01	5.999288e-01	8.547669e-01	5.305058e-01	0.000000e+00	5	1.798949e-01
6.254781e-01	3.631961e+00	6.254781e-01	9.476236e-01	5.756977e-02	7.041437e-01	1.209740e-01	5.358286e-01	8.005915e-01	8.242139e-01	3.131711e-01	7.991040e-01	3.366303e-01	9.371069e-01	1.951225e-01	6.228513e-01	2.851877e-01	9.454515e-01	6.976243e-01	4.267691e-01	9.081082e-02	6.500748e-01	8.779882e-01	6.965433e-01	8.082109e-01	3.579328e-02	5.230519e-01	7.282161e-01	9.581768e-01	4.162342e-01	4.465327e-01	3.989255e-01	0.000000e+00	6	2.693087e-01
2.204766e-02	4.613898e+00	2.204766e-02	8.326421e-01	4.707024e-01	3.601514e-01	4.312619e-01	6.002092e-01	2.420517e-01	2.381773e-01	7.300347e-02	3.971534e-01	6.388936e-01	7.786488e-01	5.843151e-01	3.803846e-01	1.064596e-01	8.246199e-01	8.130324e-01	4.704075e-01	3.071717e-01	2.021042e-01	6.056557e-03	1.836946e-01	4.082341e-01	1.315803e-01	6.034305e-01	1.149815e-01	5.868674e-01	3.439923e-01	6.897122e-01	9.356194e-01	0.000000e+00	1	5.519979e-02
5.585398e-01	4.407515e+00	5.585398e-01	5.860366e-01	2.401677e-01	4.019506e-01	6.977367e-01	1.584581e-01	6.108074e-01	2.424667e-01	1.787281e-01	1.208315e-01	8.845920e-01	9.563616e-01	8.887066e-01	6.440183e-01	6.942935e-01	2.883092e-01	6.766306e-01	4.323628e-01	4.080704e-01	1.413487e-01	6.141845e-01	7.265220e-01	5.109133e-01	8.403857e-01	4.360111e-01	5.924745e-01	6.875182e-02	6.624147e-01	2.728038e-01	9.894018e-01	0.000000e+00	10	3.437877e-01
9.995850e-01	3.155705e+00	9.995850e-01	5.944920e-02	9.521719e-01	5.125614e-01	6.825320e-01	8.495269e-01	6.956085e-01	7.363663e-01	4.121661e-01	5.363107e-01	1.364018e-01	3.804472e-02	8.991013e-01	6.075549e-02	3.918721e-01	4.571726e-01	8.973208e-01	2.911946e-01	1.674194e-01	5.225070e-01	5.181155e-01	6.815777e-01	4.169084e-01	9.462176e-01	5.589548e-01	5.265874e-01	2.879958e-01	8.893892e-01	1.520473e-02	3.089312e-01	0.000000e+00	7	1.000000e+14
9.151988e-01	4.064506e+00	9.151988e-01	5.061004e-01	7.665621e-01	5.845208e-01	7.481902e-01	9.183168e-01	8.279511e-01	2.521462e-01	2.371209e-01	3.909884e-01	3.854360e-01	2.649434e-01	8.855634e-01	6.232332e-01	9.326068e-01	3.096137e-01	5.646957e-01	2.814309e-01	9.094237e-01	3.044787e-01	1.793626e-01	6.472099e-01	9.638726e-01	7.420301e-02	4.934846e-01	2.928871e-01	3.676511e-01	7.643712e-01	7.642152e-01	8.195062e-01	0.000000e+00	10	4.559591e-01
8.676574e-01	1.534195e+00	8.676574e-01	4.842201e-01	1.750451e-01	1.453223e-01	7.509658e-01	7.731013e-01	1.353791e-02	4.375223e-01	4.592652e-01	1.475589e-01	3.326251e-01	9.763724e-03	2.579957e-01	2.180283e-01	3.387529e-01	3.436772e-02	4.530358e-01	8.720146e-01	6.547024e-02	2.337002e-01	9.203447e-01	1.250180e-01	2.509896e-01	4.894250e-01	4.754138e-02	2.188032e-02	5.915169e-01	4.391985e-01	9.972245e-01	1.452155e-01	0.000000e+00	1	1.000000e+14
3.904288e-01	3.941725e+00	3.904288e-01	7.928810e-01	8.956200e-02	5.836328e-02	3.756723e-01	6.947722e-03	6.675351e-01	2.844803e-01	8.982391e-01	8.565779e-01	6.926812e-01	2.159607e-01	6.757235e-01	3.841340e-01	5.434466e-02	3.962204e-01	4.744476e-01	2.666163e-02	4.716042e-01	7.013702e-01	9.284526e-01	7.671467e-01	6.189996e-01	8.030234e-01	4.772286e-01	6.913391e-01	8.548315e-02	8.695906e-02	3.752935e-01	7.661536e-01	0.000000e+00	5	2.033519e-01
3.460029e-01	4.830818e+00	3.460029e-01	1.530420e-01	5.610261e-01	2.909810e-01	6.399439e-01	7.938031e-01	5.822722e-01	8.338943e-01	2.844082e-01	6.381473e-01	9.785882e-01	8.453529e-01	5.938660e-01	5.323300e-01	9.918921e-01	3.578713e-01	6.319899e-01	6.864016e-01	5.703128e-01	3.305412e-01	5.060338e-01	3.522394e-01	6.219309e-01	3.790619e-01	2.373868e-01	2.318549e-01	7.985810e-01	4.184193e-01	5.818692e-01	4.246756e-01	0.000000e+00	7	1.000000e+14
8.336408e-01	2.114847e+00	8.336408e-01	7.204235e-05	2.600918e-01	8.779898e-01	8.473282e-01	6.220947e-01	1.433935e-01	3.922420e-01	6.964734e-01	7.642304e-01	7.880459e-01	4.563489e-01	1.410630e-01	1.953365e-01	5.762132e-01	1.452158e-01	2.399377e-01	1.325435e-01	2.398418e-01	4.594843e-01	2.869021e-01	6.685397e-01	7.934243e-01	3.414781e-01	5.123621e-01	1.529700e-01	3.009343e-01	4.129912e-01	7.926157e-01	1.717084e-01	0.000000e+00	1	2.180852e-01
4.388786e-01	3.333288e+00	4.388786e-01	4.416523e-01	5.879348e-01	8.739169e-01	1.905422e-01	3.890041e-01	4.528030e-01	3.369935e-01	4.156789e-01	2.126555e-01	3.920522e-01	5.538582e-01	3.304709e-01	8.710569e-01	2.191316e-01	6.836997e-01	8.285066e-01	3.758385e-02	8.441681e-02	9.309205e-01	3.855898e-01	6.258036e-01	4.101608e-01	9.857969e-01	3.919885e-01	4.121372e-01	3.861749e-01	6.874475e-01	4.583241e-01	1.692917e-01	0.000000e+00	1	1.382286e-01
8.064001e-01	3.095943e+00	8.064001e-01	9.765631e-01	4.838179e-01	3.721782e-01	2.341878e-01	1.258780e-01	2.700061e-01	9.762049e-01	8.925135e-01	3.167092e-01	2.023539e-01	9.744256e-01	1.554250e-01	5.285638e-01	9.013123e-01	4.273613e-02	3.832636e-01	3.556811e-01	1.203736e-01	7.408328e-01	9.147595e-01	7.255437e-01	3.342916e-01	2.416738e-03	6.324786e-01	4.650892e-01	1.041169e-01	5.017387e-01	9.563545e-01	2.631261e-01	0.000000e+00	3	3.032965e-01
1.827969e-01	4.600379e+00	1.827969e-01	3.607886e-01	5.231654e-01	8.959463e-01	1.896983e-01	5.794326e-01	1.750459e-01	3.424932e-01	3.178193e-01	6.409636e-01	4.452430e-01	6.819027e-01	3.435840e-01	1.616103e-02	6.600461e-01	2.915120e-01	4.077440e-01	3.533183e-01	9.268993e-01	3.080203e-01	8.844362e-01	7.310930e-01	1.951980e-01	9.864948e-01	4.456114e-01	4.533977e-01	5.878717e-01	1.824799e-01	6.547552e-01	9.508321e-01	0.000000e+00	4	2.045887e-01
9.275129e-01	3.470346e+00	9.275129e-01	6.583855e-01	2.515499e-01	8.714662e-01	5.204512e-01	9.366813e-01	8.118410e-01	5.124027e-01	2.412662e-01	7.512241e-01	9.755195e-01	2.362780e-03	1.934742e-01	4.328125e-01	3.032331e-02	9.944507e-01	1.390936e-01	1.592194e-02	1.868671e-01	1.169141e-02	5.162452e-01	3.192588e-01	3.015993e-01	3.122941e-01	2.552840e-01	7.024031e-01	2.716155e-01	2.448011e-02	6.692472e-01	6.427512e-01	0.000000e+00	6	1.905403e-01
3.632049e-01	4.693213e+00	3.632049e-01	8.300905e-01	7.655317e-02	8.897394e-01	4.697235e-01	6.795399e-01	9.107715e-01	9.858377e-01	6.655954e-01	1.524184e-01	3.918221e-01	1.664512e-01	9.152079e-01	7.917750e-01	5.651774e-01	4.294937e-01	8.829040e-01	7.312108e-01	7.432083e-01	1.817823e-01	5.633916e-01	5.132327e-01	1.200395e-02	5.876272e-01	9.742245e-02	5.818323e-01	3.618105e-01	4.017426e-01	8.409112e-01	9.241129e-02	0.000000e+00	6	5.197802e-02
9.010694e-01	3.710938e+00	9.010694e-01	5.265650e-01	5.756707e-01	5.988057e-01	5.836974e-01	8.359116e-01	2.782663e-01	6.410375e-01	4.651459e-01	5.649570e-01	2.561896e-01	2.847111e-01	4.436588e-01	8.299091e-01	9.528537e-01	8.060261e-01	2.895954e-01	7.246669e-01	1.578615e-01	1.205708e-01	9.098050e-01	6.227375e-01	8.283360e-01	5.503399e-01	4.621355e-01	3.035254e-01	5.008824e-01	2.909337e-01	8.860261e-01	8.436284e-01	0.000000e+00	8	1.000000e+14
2.697341e-01	3.759290e+00	2.697341e-01	5.206918e-01	1.006385e-01	8.962288e-01	1.071110e-01	7.227924e-01	8.529878e-02	8.389214e-01	7.591513e-01	1.398984e-01	1.582371e-01	5.733493e-01	6.226375e-01	2.719773e-01	9.406541e-01	6.848967e-01	4.616640e-01	1.254917e-01	7.938970e-01	8.094992e-02	7.087676e-02	5.157165e-01	9.972828e-01	5.264075e-01	6.313354e-01	5.873221e-03	4.750323e-01	7.025769e-01	4.765864e-01	1.131192e-01	0.000000e+00	2	2.119025e-01
1.929675e-01	4.602891e+00	1.929675e-01	8.021161e-01	7.059946e-01	4.250586e-01	9.795254e-02	7.113618e-01	8.210213e-01	5.579319e-01	1.219960e-02	1.211293e-01	8.279314e-01	5.991752e-01	3.639645e-01	3.962086e-02	8.389282e-01	1.070209e-01	8.310531e-01	2.393241e-02	8.308001e-01	2.976522e-01	2.585013e-02	5.883568e-01	4.094397e-01	7.305092e-01	4.676180e-01	8.146972e-01	6.755798e-01	7.982762e-01	3.957492e-01	9.017711e-01	0.000000e+00	5	1.970409e-01
5.273669e-01	3.740997e+00	5.273669e-01	8.267218e-01	6.380220e-01	3.119670e-01	5.590619e-01	2.093848e-01	5.830167e-01	4.330490e-01	8.336331e-01	8.538436e-01	4.377316e-01	2.946916e-01	4.962448e-01	5.509979e-02	4.825200e-01	1.062769e-01	2.667737e-01	1.533713e-01	1.637174e-01	1.911760e-01	7.994524e-01	9.043007e-01	8.083726e-02	2.113481e-01	6.656006e-01	9.753944e-01	6.797263e-02	1.130916e-01	5.388906e-01	5.019770e-01	0.000000e+00	4	1.348621e-01
2.380046e-01	3.995423e+00	2.380046e-01	1.248829e-01	1.785665e-01	2.672857e-01	3.901998e-01	3.044836e-01	8.677198e-01	9.845211e-01	3.564083e-01	7.440670e-04	5.642795e-01	8.705611e-01	6.670827e-01	1.064762e-01	2.263977e-01	6.840561e-01	3.286024e-01	5.191610e-01	4.922236e-01	7.467246e-01	5.624882e-01	2.593856e-01	8.937722e-01	6.637664e-01	4.024841e-01	6.481553e-01	3.707363e-01	9.217672e-01	2.545783e-01	3.416650e-01	0.000000e+00	2	1.529246e-01
